0_9m,0_9f,10_19m,10_19f,20_29m,20_29f,30_39m,30_39f,40_49m,40_49f,50_59m,50_59f,60_69m,60_69f,70_79m,70_79f,80_plus_m,80_plus_f
450421,430319,529480,508849,559213,552173,592613,623864,744126,823365,697855,789895,605361,708911,434261,565956,245419,436171
